Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer First Name,Customer Last Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Product Info,Unit Price,Quantity,Total Price,Discount,Total After Discount
CA-2014-143336,27/08/2014,01/09/2014,Second Class,ZD-21925,Zuschuss,Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,,4.28,2,8.56,0,8.56
CA-2014-143336,27/08/2014,01/09/2014,Second Class,ZD-21925,Zuschuss,Donatelli,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,,88.95,3,266.85,0.2,213.48
CA-2014-143336,27/08/2014,01/09/2014,Second Class,ZD-21925,Zuschuss,Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,Wilson Jones Hanging View Binder,"White, 1""",7.1,4,28.4,0.2,22.72
CA-2016-137330,09/12/2016,13/12/2016,Standard Class,KB-16585,Ken,Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,,2.78,7,19.46,0,19.46
CA-2016-137330,09/12/2016,13/12/2016,Standard Class,KB-16585,Ken,Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,Acco Six-Outlet Power Strip,4' Cord Length,8.62,7,60.34,0,60.34
US-2017-156909,16/07/2017,18/07/2017,Second Class,SF-20065,Sandra,Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,Global Deluxe Stacking Chair,Gray,50.98,2,101.96,0.3,71.372
CA-2015-106320,25/09/2015,30/09/2015,Standard Class,EB-13870,Emily,Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,,348.21,3,1044.63,0,1044.63
CA-2016-121755,16/01/2016,20/01/2016,Second Class,EH-13945,Eric,Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,,7.28,2,14.56,0.2,11.648
CA-2016-121755,16/01/2016,20/01/2016,Second Class,EH-13945,Eric,Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,,30.19,3,90.57,0,90.57
US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy,Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,Riverside Palais Royal Lawyers Bookcase,Royale Cherry Finish,880.98,7,6166.86,0.5,3083.43
US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy,Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,,16.03,2,32.06,0.7,9.618
US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy,Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",,51.75,3,155.25,0.2,124.2
US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy,Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,,2.04,2,4.08,0.2,3.264
US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy,Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,BOSTON Model 1800 Electric Pencil Sharpeners,Putty/Woodgrain,17.98,6,107.88,0.2,86.304
US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy,Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks,"14 7/8"" x 11"", Executive Red",3.81,6,22.86,0.7,6.858
US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy,Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,,9.85,2,19.7,0.2,15.76
CA-2017-107727,19/10/2017,23/10/2017,Second Class,MA-17560,Matt,Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,,12.28,3,36.84,0.2,29.472
CA-2016-117590,08/12/2016,10/12/2016,First Class,GH-14485,Gene,Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,,195.99,7,1371.93,0.2,1097.544
CA-2016-117590,08/12/2016,10/12/2016,First Class,GH-14485,Gene,Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,Electrix Architect's Clamp-On Swing Arm Lamp,Black,95.46,5,477.3,0.6,190.92
CA-2015-117415,27/12/2015,31/12/2015,Standard Class,SN-20710,Steve,Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",,15.74,9,141.66,0.2,113.328
CA-2015-117415,27/12/2015,31/12/2015,Standard Class,SN-20710,Steve,Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,Atlantic Metals Mobile 3-Shelf Bookcases,Custom Colors,260.98,3,782.94,0.32,532.3992
CA-2015-117415,27/12/2015,31/12/2015,Standard Class,SN-20710,Steve,Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,Global Fabric Manager's Chair,Dark Gray,100.98,3,302.94,0.3,212.058
CA-2015-117415,27/12/2015,31/12/2015,Standard Class,SN-20710,Steve,Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,,115.99,4,463.96,0.2,371.168
CA-2017-120999,10/09/2017,15/09/2017,Standard Class,LC-16930,Linda,Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,,45.99,4,183.96,0.2,147.168
CA-2016-101343,17/07/2016,22/07/2016,Standard Class,RA-19885,Ruben,Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,Eldon Base for stackable storage shelf,platinum,38.94,2,77.88,0,77.88
CA-2017-139619,19/09/2017,23/09/2017,Standard Class,ES-14080,Erin,Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,Advantus 10-Drawer Portable Organizer,"Chrome Metal Frame, Smoke Drawers",59.76,2,119.52,0.2,95.616
CA-2016-118255,11/03/2016,13/03/2016,First Class,ON-18715,Odella,Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc,25/Pack,22.99,2,45.98,0,45.98
CA-2016-118255,11/03/2016,13/03/2016,First Class,ON-18715,Odella,Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,,8.73,2,17.46,0,17.46
CA-2014-146703,20/10/2014,25/10/2014,Second Class,PO-18865,Patrick,O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,Gould Plastics 9-Pocket Panel Bin,"18-3/8w x 5-1/4d x 20-1/2h, Black",52.99,4,211.96,0,211.96
CA-2016-169194,20/06/2016,25/06/2016,Standard Class,LH-16900,Lena,Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,,15,3,45,0,45
CA-2016-169194,20/06/2016,25/06/2016,Standard Class,LH-16900,Lena,Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,LF Elite 3D Dazzle Designer Hard Case Cover,Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite,10.9,2,21.8,0,21.8
CA-2015-115742,18/04/2015,22/04/2015,Standard Class,DP-13000,Darren,Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,C-Line Peel & Stick Add-On Filing Pockets,"8-3/4 x 5-1/8, 10/Pack",6.37,6,38.22,0,38.22
CA-2015-115742,18/04/2015,22/04/2015,Standard Class,DP-13000,Darren,Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,,12.53,6,75.18,0,75.18
CA-2015-115742,18/04/2015,22/04/2015,Standard Class,DP-13000,Darren,Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,,3.08,2,6.16,0,6.16
CA-2015-115742,18/04/2015,22/04/2015,Standard Class,DP-13000,Darren,Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,Global Leather Task Chair,Black,89.99,1,89.99,0,89.99
CA-2016-105816,11/12/2016,17/12/2016,Standard Class,JM-15265,Janet,Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,,2.18,7,15.26,0,15.26
CA-2016-105816,11/12/2016,17/12/2016,Standard Class,JM-15265,Janet,Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,,205.99,5,1029.95,0,1029.95
CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted,Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,,34.76,6,208.56,0,208.56
CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted,Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,,6.48,5,32.4,0,32.4
CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted,Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,,70.98,5,354.9,0.1,319.41
CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted,Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,Array Parchment Paper,Assorted Colors,7.28,2,14.56,0,14.56
CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted,Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,,15,2,30,0,30
CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted,Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,,15.15,4,60.6,0.2,48.48
CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted,Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,,1.68,1,1.68,0,1.68
CA-2015-135545,24/11/2015,30/11/2015,Standard Class,KM-16720,Kunst,Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc,3/Pack,6.99,2,13.98,0,13.98
CA-2015-135545,24/11/2015,30/11/2015,Standard Class,KM-16720,Kunst,Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks,"Dark Blue, 14 7/8"" X 11""",5.38,6,32.28,0.2,25.824
CA-2015-135545,24/11/2015,30/11/2015,Standard Class,KM-16720,Kunst,Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,,48.91,3,146.73,0,146.73
CA-2015-135545,24/11/2015,30/11/2015,Standard Class,KM-16720,Kunst,Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,,19.94,4,79.76,0,79.76
US-2015-164175,30/04/2015,05/05/2015,Standard Class,PS-18970,Paul,Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,Global Value Mid-Back Manager's Chair,Gray,60.89,5,304.45,0.3,213.115
CA-2014-106376,05/12/2014,10/12/2014,Standard Class,BS-11590,Brendan,Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener,Beige,173.91,8,1391.28,0.2,1113.024
CA-2014-106376,05/12/2014,10/12/2014,Standard Class,BS-11590,Brendan,Sweed,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,,52.49,4,209.96,0.2,167.968
CA-2016-119823,04/06/2016,06/06/2016,First Class,KD-16270,Karen,Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,Snap-A-Way Black Print Carbonless Ruled Speed Letter,Triplicate,37.94,2,75.88,0,75.88
CA-2016-106075,18/09/2016,23/09/2016,Standard Class,HM-14980,Henry,MacAllister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,,5.77,1,5.77,0.2,4.616
CA-2017-114440,14/09/2017,17/09/2017,Second Class,TB-21520,Tracy,Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,Central,OFF-PA-10004675,Office Supplies,Paper,Telephone Message Books with Fax/Mobile Section,"5 1/2"" x 3 3/16""",6.35,3,19.05,0,19.05
US-2015-134026,26/04/2015,02/05/2015,Standard Class,JE-15745,Joel,Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,,129.99,8,1039.92,0.2,831.936
US-2015-134026,26/04/2015,02/05/2015,Standard Class,JE-15745,Joel,Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,Tenex Traditional Chairmats for Medium Pile Carpet,"Standard Lip, 36"" x 48""",60.65,2,121.3,0.2,97.04
US-2015-134026,26/04/2015,02/05/2015,Standard Class,JE-15745,Joel,Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,,90.98,1,90.98,0.2,72.784
US-2017-118038,09/12/2017,11/12/2017,First Class,KB-16600,Ken,Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,,2.08,3,6.24,0.8,1.248
US-2017-118038,09/12/2017,11/12/2017,First Class,KB-16600,Ken,Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock",Black,8.09,3,24.27,0.6,9.708
US-2017-118038,09/12/2017,11/12/2017,First Class,KB-16600,Ken,Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,SimpliFile Personal File,"Black Granite, 15w x 6-15/16d x 11-1/4h",11.35,3,34.05,0.2,27.24
US-2014-147606,26/11/2014,01/12/2014,Second Class,JE-15745,Joel,Eaton,Consumer,United States,Memphis,Tennessee,38109,Central,FUR-FU-10003194,Furniture,Furnishings,Eldon Expressions Desk Accessory,"Wood Pencil Holder, Oak",9.65,5,48.25,0.6,19.3
CA-2016-127208,12/06/2016,15/06/2016,First Class,SC-20770,Stewart,Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",,208.16,1,208.16,0,208.16
CA-2016-127208,12/06/2016,15/06/2016,First Class,SC-20770,Stewart,Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,,5.58,3,16.74,0,16.74
CA-2014-139451,12/10/2014,16/10/2014,Standard Class,DN-13690,Duane,Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,Premium Writing Pencils,"Soft, #2 by Central Association for the Blind",2.98,5,14.9,0,14.9
CA-2014-139451,12/10/2014,16/10/2014,Standard Class,DN-13690,Duane,Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,Sortfiler Multipurpose Personal File Organizer,Black,21.39,1,21.39,0,21.39
CA-2015-149734,03/09/2015,08/09/2015,Standard Class,JC-16105,Julie,Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,,35.89,7,251.23,0.2,200.984
US-2017-119662,13/11/2017,16/11/2017,First Class,CS-12400,Christopher,Schild,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,,95.99,3,287.97,0.2,230.376
CA-2017-140088,28/05/2017,30/05/2017,Second Class,PO-18865,Patrick,O'Donnell,Consumer,United States,Westland,Michigan,48185,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,,150.98,2,301.96,0,301.96
CA-2017-155558,26/10/2017,02/11/2017,Standard Class,PG-18895,Paul,Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,,19.99,1,19.99,0,19.99
CA-2017-155558,26/10/2017,02/11/2017,Standard Class,PG-18895,Paul,Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,,3.08,2,6.16,0,6.16
CA-2016-159695,05/04/2016,10/04/2016,Second Class,GM-14455,Gary,Mitchum,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,,28.28,7,197.96,0.2,158.368
CA-2016-109806,17/09/2016,22/09/2016,Standard Class,JS-15685,Jim,Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,,6.7,3,20.1,0,20.1
CA-2016-109806,17/09/2016,22/09/2016,Standard Class,JS-15685,Jim,Sink,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,,45.99,2,91.98,0.2,73.584
CA-2016-109806,17/09/2016,22/09/2016,Standard Class,JS-15685,Jim,Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,,6.48,1,6.48,0,6.48
CA-2015-149587,31/01/2015,05/02/2015,Second Class,KB-16315,Karl,Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,,6.48,2,12.96,0,12.96
CA-2015-149587,31/01/2015,05/02/2015,Second Class,KB-16315,Karl,Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",,17.78,3,53.34,0,53.34
CA-2015-149587,31/01/2015,05/02/2015,Second Class,KB-16315,Karl,Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,,16.48,2,32.96,0,32.96
US-2017-109484,06/11/2017,12/11/2017,Standard Class,RB-19705,Roger,Barcio,Home Office,United States,Portland,Oregon,97206,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,,18.94,1,18.94,0.7,5.682
CA-2017-161018,09/11/2017,11/11/2017,Second Class,PN-18775,Parhena,Norris,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,,13.79,7,96.53,0,96.53
CA-2017-157833,17/06/2017,20/06/2017,First Class,KD-16345,Katherine,Ducich,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,,21.38,3,64.14,0.2,51.312
CA-2016-149223,06/09/2016,11/09/2016,Standard Class,ER-13855,Elpida,Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,,12.98,6,77.88,0,77.88
CA-2016-158568,29/08/2016,02/09/2016,Standard Class,RB-19465,Rick,Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,,11.54,7,80.78,0.2,64.624
CA-2016-158568,29/08/2016,02/09/2016,Standard Class,RB-19465,Rick,Bensley,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,,39.99,3,119.97,0.2,95.976
CA-2016-158568,29/08/2016,02/09/2016,Standard Class,RB-19465,Rick,Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,,2.98,3,8.94,0.8,1.788
CA-2016-129903,01/12/2016,04/12/2016,Second Class,GZ-14470,Gary,Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),,5.98,4,23.92,0,23.92
US-2015-156867,13/11/2015,17/11/2015,Standard Class,LC-16870,Lena,Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,,49.77,6,298.62,0.2,238.896
US-2015-156867,13/11/2015,17/11/2015,Standard Class,LC-16870,Lena,Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,Deflect-o DuraMat Lighweight,"Studded, Beveled Mat for Low Pile Carpeting",42.65,3,127.95,0.2,102.36
US-2015-156867,13/11/2015,17/11/2015,Standard Class,LC-16870,Lena,Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,Binders,Avery Trapezoid Ring Binder,"3"" Capacity, Black, 1040 sheets",40.98,3,122.94,0.7,36.882
